FIRST,LAST,START,minAt*,Gpred(minAt*),maxAt*,Gpred(maxAt*),n_0*,Cpred_min(n_0*),n_1*,Cpred_max(n_1*),n_geom,<COUNT>*,Cpred_avg,n_v,Calign_min(n_v),n_u,Calign_max(n_u),n_a,Cbound,jitter
1156155,1171169,(13#)77/2,1156157,7887.328,1156155,30593.201,1171133,2.659190,1156155,10.31449679,1163638,12013.948465,4.028107716,1156157,2.501217,1156155,10.600671,1156157,2.067812,0.011205
1171170,1186184,(13#)39,1171174,7974.982,1171170,30933.120,1186181,2.659172,1171170,10.31442529,1178653,12146.501430,4.028055812,1171189,2.502378,1171170,10.598499,1171174,2.072016,0.011143
1186185,1201199,(13#)79/2,1186204,8062.563,1186185,31678.547,1201183,2.659154,1186185,10.44830720,1193668,12278.947679,4.028042737,1186217,2.503512,1186185,10.730329,1186217,2.076126,0.011083
1201200,1216214,(13#)40,1201201,8149.766,1201200,31611.191,1216213,2.659136,1201200,10.31428458,1208684,12411.142980,4.028019201,1201201,2.504618,1201200,10.594300,1201201,2.080130,0.011023
1216215,1231229,(13#)81/2,1216216,8237.012,1217370,32342.915,1231229,2.659119,1217370,10.43276504,1223699,12543.141989,4.028002081,1216249,2.505703,1217370,10.705619,1216234,2.084060,0.010965
1231230,1246244,(13#)41,1231231,8324.008,1231230,33114.913,1246243,2.659101,1231230,10.57861374,1238714,12674.814200,4.027948855,1231231,2.506759,1231230,10.854750,1231231,2.087889,0.010909
1246245,1261259,(13#)83/2,1246247,8410.925,1246245,33026.891,1261259,2.659084,1246245,10.44141593,1253730,12806.452305,4.027951637,1246247,2.507795,1246245,10.715677,1246247,2.091642,0.010853
1261260,1276274,(13#)42,1261261,8497.694,1272810,33436.397,1276271,2.659067,1272810,10.38137721,1268745,12937.614270,4.027870312,1261261,2.508808,1272810,10.647163,1261261,2.095313,0.010798
1276275,1291289,(17#)5/2,1276279,8584.350,1276275,35516.539,1291271,2.659051,1276275,11.00154720,1283760,13068.956406,4.027908625,1276279,2.509800,1276275,11.272407,1276279,2.098907,0.010745
1291290,1306304,(13#)43,1291294,8670.869,1291290,34452.620,1306289,2.659035,1291290,10.56544487,1298775,13199.733199,4.027834622,1291313,2.510772,1291290,10.834314,1291294,2.102428,0.010692
1306305,1321319,(13#)87/2,1306306,8757.226,1306305,35225.369,1321319,2.659018,1306305,10.69581686,1313791,13330.716062,4.027883809,1306313,2.511721,1306305,10.962964,1306313,2.105871,0.010641
1321320,1336334,(13#)44,1321322,8843.476,1322685,34897.703,1336333,2.659003,1322685,10.48362898,1328806,13461.056853,4.027798078,1321349,2.512653,1322685,10.722625,1321322,2.109245,0.010591
1336335,1351349,(13#)89/2,1336337,8929.579,1336335,35033.985,1351327,2.658987,1336335,10.43224742,1343821,13591.440193,4.027783728,1336337,2.513563,1336335,10.696056,1336337,2.112548,0.010541
1351350,1366364,(13#)45,1351373,9015.690,1354815,35899.291,1366349,2.658971,1354815,10.56464386,1358836,13721.619309,4.027765219,1351373,2.514458,1354815,10.821446,1351373,2.115791,0.010492
1366365,1381379,(13#)91/2,1366367,9101.435,1366365,35302.467,1381349,2.658956,1366365,10.31357855,1373851,13851.529672,4.027723314,1366367,2.515332,1366365,10.574181,1366367,2.118960,0.010445
1381380,1396394,(13#)46,1381381,9187.173,1381380,37331.979,1396393,2.658941,1381380,10.80463901,1388867,13981.444542,4.027736534,1381381,2.516190,1381380,11.063686,1381381,2.122071,0.010398
1396395,1411409,(13#)93/2,1396396,9272.821,1396395,37207.400,1411387,2.658926,1396395,10.66909708,1403882,14111.012061,4.027702221,1396411,2.517031,1396395,10.926619,1396411,2.125125,0.010352
1411410,1426424,(13#)47,1411411,9358.296,1411410,37105.464,1426393,2.658911,1411410,10.54258966,1418897,14240.335759,4.027650591,1411411,2.517855,1411410,10.798615,1411411,2.128114,0.010306
1426425,1441439,(13#)95/2,1426427,9443.685,1426425,38784.689,1441439,2.658897,1426425,10.92001320,1433912,14369.759505,4.027677589,1426427,2.518664,1426425,11.174583,1426427,2.131048,0.010262
1441440,1456454,(13#)48,1441448,9529.039,1452990,37427.504,1456451,2.658882,1452990,10.37217927,1448928,14498.719566,4.027623899,1441459,2.519459,1452990,10.619209,1441459,2.133930,0.010218
1456455,1471469,(13#)97/2,1456456,9614.151,1456455,37683.538,1471447,2.658868,1456455,10.42179375,1463943,14627.704424,4.027625683,1456501,2.520239,1456455,10.673501,1456501,2.136760,0.010175
1471470,1486484,(13#)49,1471478,9699.189,1471470,37620.872,1486451,2.658854,1471470,10.31317853,1478958,14756.355729,4.027583054,1471487,2.521002,1471470,10.563499,1471487,2.139527,0.010133
1486485,1501499,(13#)99/2,1486493,9784.102,1492260,39420.748,1501499,2.658840,1492260,10.67709497,1493973,14884.951591,4.027571910,1486493,2.521751,1492260,10.920554,1486493,2.142247,0.010092
1501500,1516514,(13#)50,1501501,9868.876,1514205,39205.283,1516513,2.658826,1514205,10.48635334,1508988,15013.196706,4.027511758,1501501,2.522487,1514205,10.727660,1501501,2.144917,0.010049
1516515,1531529,(13#)101/2,1516531,9953.665,1516515,38997.758,1531499,2.658813,1516515,10.41718872,1524004,15141.515616,4.027516175,1516531,2.523211,1516515,10.663501,1516531,2.147544,0.009968
1531530,1546544,(17#)3,1531534,10038.207,1531530,41531.665,1546537,2.658799,1531530,11.00049541,1539019,15269.751701,4.027541361,1531549,2.523921,1531530,11.245750,1531534,2.150120,0.009890
1546545,1561559,(13#)103/2,1546547,10122.671,1546545,39652.373,1561559,2.658786,1546545,10.41502046,1554034,15397.427723,4.027461824,1546547,2.524618,1546545,10.658779,1546547,2.152649,0.009812
1561560,1576574,(13#)52,1561564,10207.091,1561560,39590.952,1576571,2.658773,1561560,10.31286079,1569049,15525.239381,4.027460253,1561577,2.525304,1561560,10.555376,1561577,2.155138,0.009736
1576575,1591589,(13#)105/2,1576579,10291.343,1576575,39917.823,1591589,2.658760,1576575,10.31280992,1584064,15652.750379,4.027421849,1576579,2.525976,1576575,10.554104,1576579,2.157580,0.009662
1591590,1606604,(13#)53,1591594,10375.530,1591590,41033.448,1606603,2.658747,1591590,10.51497078,1599079,15780.468789,4.027476497,1591621,2.526639,1591590,10.755064,1591594,2.159983,0.009588
1606605,1621619,(13#)107/2,1606622,10459.675,1606605,40956.800,1621619,2.658734,1606605,10.41092631,1614095,15907.405493,4.027371370,1606639,2.527289,1606605,10.649839,1606622,2.162346,0.009516
1621620,1636634,(13#)54,1621621,10543.543,1621620,40896.144,1636627,2.658722,1621620,10.31266060,1629110,16034.659730,4.027386090,1621621,2.527927,1621620,10.550413,1621621,2.164662,0.009445
1636635,1651649,(13#)109/2,1636637,10627.419,1636635,41606.682,1651621,2.658710,1636635,10.40899143,1644125,16161.669981,4.027377116,1636637,2.528555,1636635,10.645603,1636637,2.166944,0.009375
1651650,1666664,(13#)55,1651654,10711.215,1651650,41546.392,1666657,2.658697,1651650,10.31256387,1659140,16288.469872,4.027353062,1651667,2.529174,1651650,10.548054,1651654,2.169189,0.009307
1666665,1681679,(13#)111/2,1666694,10795.027,1666665,43067.230,1681679,2.658685,1666665,10.60715947,1674155,16415.107402,4.027325732,1666711,2.529782,1666665,10.841546,1666694,2.171400,0.009239
1681680,1696694,(13#)56,1681682,10878.453,1688610,42413.465,1696693,2.658673,1688610,10.32921553,1689170,16541.629142,4.027306139,1681703,2.530379,1688610,10.557046,1681682,2.173566,0.009173
1696695,1711709,(13#)113/2,1696697,10961.921,1708245,43366.121,1711687,2.658661,1708245,10.45667512,1704185,16667.946040,4.027272247,1696697,2.530966,1708245,10.683125,1696697,2.175700,0.009107
1711710,1726724,(13#)57,1711714,11045.330,1711710,45362.495,1726693,2.658649,1711710,10.91898631,1719201,16794.362450,4.027296835,1711753,2.531546,1711710,11.150180,1711714,2.177803,0.009043
1726725,1741739,(13#)115/2,1726726,11128.605,1726725,45220.898,1741723,2.658637,1726725,10.80339350,1734216,16920.357861,4.027254381,1726729,2.532114,1726725,11.033544,1726729,2.179869,0.008980
1741740,1756754,(13#)58,1741741,11211.791,1741740,45098.808,1756747,2.658626,1741740,10.69422112,1749231,17046.336119,4.027241586,1741741,2.532674,1741740,10.923353,1741741,2.181903,0.008917
1756755,1771769,(13#)117/2,1756774,11295.010,1763580,44680.893,1771751,2.658614,1763580,10.48206782,1764246,17172.088363,4.027208440,1756787,2.533226,1763580,10.687197,1756774,2.183910,0.008856
1771770,1786784,(13#)59,1771778,11377.965,1771770,44906.745,1786781,2.658603,1771770,10.49311119,1779261,17297.849386,4.027209681,1771787,2.533769,1771770,10.720256,1771787,2.185880,0.008796
1786785,1801799,(17#)7/2,1786787,11460.844,1786785,47417.724,1801781,2.658592,1786785,10.99962821,1794276,17423.524265,4.027222141,1786787,2.534302,1786785,11.226032,1786787,2.187819,0.008736
1801800,1816814,(13#)60,1801804,11543.717,1806420,45966.416,1816813,2.658581,1806420,10.56307655,1809291,17548.531884,4.027112308,1801817,2.534829,1806420,10.783034,1801817,2.189733,0.008677
1816815,1831829,(13#)121/2,1816831,11626.505,1826055,45814.345,1831811,2.658570,1826055,10.43056730,1824307,17674.125652,4.027167931,1816831,2.535347,1826055,10.649303,1816831,2.191615,0.008620
1831830,1846844,(13#)61,1831831,11709.083,1831830,46186.809,1846843,2.658559,1831830,10.48680193,1839322,17799.235791,4.027142884,1831831,2.535857,1831830,10.710152,1831831,2.193467,0.008563
1846845,1861859,(13#)123/2,1846847,11791.662,1846845,46910.042,1861859,2.658548,1846845,10.57638925,1854337,17924.337043,4.027145418,1846847,2.536359,1846845,10.798827,1846847,2.195293,0.008507
1861860,1876874,(13#)62,1861861,11874.145,1865325,47759.187,1876859,2.658537,1865325,10.67587830,1869352,18049.057554,4.027091812,1861861,2.536854,1865325,10.892251,1861861,2.197092,0.008452
1876875,1891889,(13#)125/2,1876876,11956.573,1876875,46376.867,1891889,2.658526,1876875,10.31189578,1884367,18173.871508,4.027088048,1876894,2.537344,1876875,10.532547,1876894,2.198869,0.008397
1891890,1906904,(13#)63,1891898,12038.918,1891890,46696.190,1906889,2.658516,1891890,10.31185474,1899382,18298.570929,4.027086884,1891907,2.537823,1891890,10.531633,1891907,2.200614,0.008344
1906905,1921919,(13#)127/2,1906909,12121.119,1906905,47391.260,1921919,2.658505,1906905,10.39430840,1914397,18422.878271,4.027027538,1906909,2.538296,1906905,10.613226,1906909,2.202333,0.008291
1921920,1936934,(13#)64,1921921,12203.255,1921920,47333.817,1936889,2.658495,1921920,10.31177327,1929412,18547.443076,4.027051864,1921921,2.538763,1921920,10.529842,1921921,2.204029,0.008239
1936935,1951949,(13#)129/2,1936943,12285.364,1936935,48814.375,1951949,2.658485,1936935,10.56323884,1944428,18671.708983,4.027037804,1936943,2.539223,1936935,10.780472,1936943,2.205702,0.008187
1951950,1966964,(13#)65,1951951,12367.316,1951950,47970.175,1966963,2.658475,1951950,10.31169356,1959443,18795.702556,4.026991795,1951951,2.539676,1951950,10.528102,1951951,2.207350,0.008137
1966965,1981979,(13#)131/2,1966967,12449.231,1966965,48662.185,1981963,2.658465,1966965,10.39158946,1974458,18919.905959,4.027016738,1966967,2.540123,1966965,10.607186,1966967,2.208975,0.008087
1981980,1996994,(13#)66,1981997,12531.143,1981980,48605.286,1996979,2.658455,1981980,10.31161495,1989473,19043.579350,4.026954614,1981997,2.540564,1981980,10.526410,1981997,2.210579,0.008037
1996995,2012009,(13#)133/2,1997003,12612.845,1996995,51800.143,2012009,2.658445,1996995,10.91813952,2004488,19167.487646,4.026967635,1997003,2.540998,1996995,11.132155,1997003,2.212158,0.007989
2012010,2027024,(13#)67,2012011,12694.480,2018940,50215.289,2027023,2.658435,2018940,10.48482309,2019503,19291.116771,4.026946686,2012011,2.541426,2018940,10.692510,2012011,2.213715,0.007941
2027025,2042039,(13#)135/2,2027033,12776.114,2040885,50049.744,2042039,2.658425,2040885,10.35329657,2034518,19414.655795,4.026931512,2027033,2.541849,2040885,10.559870,2027033,2.215252,0.007894
2042040,2057054,(17#)4,2042059,12857.692,2042040,53196.650,2057053,2.658415,2042040,10.99889284,2049533,19538.225835,4.026946637,2042059,2.542266,2042040,11.210822,2042059,2.216769,0.007847
2057055,2072069,(13#)137/2,2057087,12939.205,2057055,50559.494,2072053,2.658406,2057055,10.38780553,2064548,19661.262167,4.026875805,2057087,2.542678,2057055,10.598758,2057087,2.218266,0.007801
2072070,2087084,(13#)69,2072078,13020.454,2072070,52908.286,2087081,2.658396,2072070,10.80240611,2079563,19784.675930,4.026905818,2072087,2.543083,2072070,11.012621,2072087,2.219739,0.007755
2087085,2102099,(13#)139/2,2087086,13101.709,2087085,51189.594,2097152,2.658389,2087085,10.38661618,2094579,19907.663646,4.026871972,2087123,2.543484,2087085,10.596103,2087086,2.221194,0.007711
2102100,2117114,(13#)70,2102102,13182.932,2102100,51133.706,2117099,2.658378,2102100,10.31131420,2109594,20030.731825,4.026877153,2102117,2.543878,2102100,10.520083,2102102,2.222630,0.007666
2117115,2132129,(13#)141/2,2117119,13264.075,2117115,52591.723,2132129,2.658368,2117115,10.54041751,2124609,20153.564713,4.026857327,2117119,2.544267,2117115,10.748478,2117119,2.224046,0.007623
2132130,2147144,(13#)71,2132134,13345.159,2132130,52513.096,2147137,2.658359,2132130,10.46068053,2139624,20276.181606,4.026816734,2132147,2.544652,2132130,10.668042,2132147,2.225446,0.007579
2147145,2162159,(13#)143/2,2147146,13426.142,2147145,52077.064,2162137,2.658350,2147145,10.31120661,2154639,20398.951111,4.026828238,2147161,2.545031,2147145,10.517878,2147146,2.226826,0.007537
2162160,2177174,(13#)72,2162164,13507.098,2162160,52390.988,2177167,2.658341,2162160,10.31117114,2169654,20521.406563,4.026799126,2162177,2.545406,2162160,10.517161,2162177,2.228188,0.007495
2177175,2192189,(13#)145/2,2177206,13588.088,2177175,54656.611,2192161,2.658332,2177175,10.69303001,2184669,20643.827392,4.026784531,2177237,2.545776,2177175,10.898348,2177206,2.229535,0.007453
2192190,2207204,(13#)73,2192194,13668.728,2204475,54151.573,2207203,2.658323,2204475,10.48090249,2199684,20766.280790,4.026796933,2192207,2.546140,2204475,10.664824,2192207,2.230860,0.007412
2207205,2222219,(13#)147/2,2207206,13749.428,2207205,53331.021,2222219,2.658314,2207205,10.31106693,2214699,20888.230960,4.026732550,2207213,2.546500,2207205,10.515065,2207213,2.232170,0.007372
2222220,2237234,(13#)74,2222228,13830.124,2222220,55176.537,2237219,2.658306,2222220,10.60563349,2229714,21010.686213,4.026785690,2222239,2.546856,2222220,10.808985,2222239,2.233465,0.007332
2237235,2252249,(13#)149/2,2237252,13910.750,2238390,55885.622,2252233,2.658297,2238390,10.67491363,2244729,21132.453897,4.026726883,2237267,2.547207,2238390,10.872608,2237267,2.234744,0.007292
2252250,2267264,(13#)75,2252251,13991.149,2258025,55712.437,2267263,2.658288,2258025,10.56190649,2259745,21254.416116,4.026725176,2252251,2.547554,2258025,10.758767,2252251,2.236004,0.007253
2267265,2282279,(13#)151/2,2267266,14071.603,2277660,55563.253,2282257,2.658280,2277660,10.45517626,2274760,21376.206015,4.026710212,2267281,2.547896,2277660,10.651226,2267281,2.237251,0.007214
2282280,2297294,(13#)76,2282281,14151.965,2282280,58121.416,2297291,2.658271,2282280,10.91742164,2289775,21497.980096,4.026711372,2282281,2.548234,2282280,11.118275,2282281,2.238481,0.007176
2297295,2312309,(17#)9/2,2297297,14232.278,2297295,58884.183,2312293,2.658263,2297295,10.99825627,2304790,21619.522334,4.026688023,2297297,2.548568,2297295,11.198721,2297297,2.239696,0.007139
2312310,2327324,(13#)77,2312311,14312.514,2312310,55515.186,2327323,2.658254,2312310,10.31083268,2319805,21740.919114,4.026656526,2312311,2.548898,2312310,10.510467,2312311,2.240897,0.007101
2327325,2342339,(13#)155/2,2327326,14392.702,2327325,57751.186,2342309,2.658246,2327325,10.66634505,2334820,21862.583174,4.026692730,2327341,2.549225,2327325,10.865386,2327341,2.242085,0.007064
2342340,2357354,(13#)78,2342348,14472.862,2342340,56136.902,2357353,2.658238,2342340,10.31076786,2349835,21983.690207,4.026644436,2342357,2.549547,2342340,10.509222,2342357,2.243257,0.007028
2357355,2372369,(13#)157/2,2357357,14552.852,2357355,56811.536,2372369,2.658230,2357355,10.37725674,2364850,22104.919418,4.026636746,2357357,2.549864,2357355,10.575132,2357357,2.244414,0.006992
2372370,2387384,(13#)79,2372371,14632.828,2372370,57494.728,2387383,2.658221,2372370,10.44460949,2379865,22225.894052,4.026600575,2372371,2.550179,2372370,10.641913,2372371,2.245558,0.006957
2387385,2402399,(13#)159/2,2387386,14712.759,2387385,58186.550,2402383,2.658213,2387385,10.51284276,2394880,22347.133761,4.026629789,2387393,2.550490,2387385,10.709581,2387393,2.246689,0.006921
2402400,2417414,(13#)80,2402401,14792.601,2415105,57803.429,2417399,2.658205,2415105,10.33999007,2409895,22467.894843,4.026589929,2402401,2.550796,2415105,10.530710,2402401,2.247806,0.006887
2417415,2432429,(13#)161/2,2417419,14872.409,2417415,60433.804,2432429,2.658197,2417415,10.80159164,2424910,22588.741689,4.026582688,2417419,2.551100,2417415,10.997219,2417419,2.248911,0.006852
2432430,2447444,(13#)81,2432447,14952.208,2434740,58710.817,2447437,2.658189,2434740,10.42908697,2439925,22709.634735,4.026600250,2432447,2.551400,2434740,10.619091,2432447,2.250003,0.006818
2447445,2462459,(13#)163/2,2447446,15031.803,2447445,58667.227,2462443,2.658182,2447445,10.37458950,2454941,22830.121226,4.026562331,2447479,2.551696,2447445,10.569131,2447446,2.251082,0.006785
2462460,2477474,(13#)82,2462462,15111.415,2462460,60116.804,2477471,2.658174,2462460,10.57489055,2469956,22950.695727,4.026556521,2462479,2.551989,2462460,10.768899,2462462,2.252148,0.006752
2477475,2492489,(13#)165/2,2477494,15191.051,2477475,58922.400,2492461,2.658166,2477475,10.31048807,2484971,23071.102566,4.026537526,2477521,2.552279,2477475,10.503970,2477494,2.253203,0.006719
2492490,2507504,(13#)83,2492494,15270.456,2492490,59961.974,2507489,2.658158,2492490,10.43774779,2499986,23191.489612,4.026531110,2492509,2.552565,2492490,10.630708,2492509,2.254244,0.006686
2507505,2522519,(13#)167/2,2507522,15349.950,2507505,59899.621,2522503,2.658151,2507505,10.37291583,2515001,23311.690281,4.026508210,2507567,2.552848,2507505,10.565361,2507522,2.255275,0.006654
2522520,2537534,(13#)84,2522522,15429.236,2523675,60876.514,2537527,2.658143,2523675,10.48368037,2530016,23432.007048,4.026520892,2522543,2.553127,2523675,10.670361,2522522,2.256293,0.006622
