START,n_0,C_min,Npred_0,Cpred_min,n_1,C_max,Npred_1,Cpred_max,n_geom,C_avg,Cpred_avg,n_v,Calign_min,n_u,Calign_max,n_a,Cbound
(17#)61/2,15580924,2.620941,15825787,2.656080,15570555,11.18037899,15570555,11.17552253,15697663,4.022250444,4.023388834,15825787,2.583978,15570555,11.312913,15825787,2.365055
(17#)31,15903079,2.620396,16081027,2.656065,15825810,11.34310671,15825810,11.36813472,15952926,4.021822621,4.023366168,16081027,2.583795,15825810,11.505911,16081027,2.364256
(17#)63/2,16105231,2.624621,16336301,2.656049,16231215,11.03304430,16231215,11.03270054,16208190,4.022490515,4.023342998,16336301,2.583606,16231215,11.170695,16336301,2.363431
(17#)32,16453264,2.623584,16591571,2.656034,16546530,11.30406125,16546530,11.31222057,16463452,4.022644572,4.023317323,16591571,2.583410,16546530,11.450749,16591571,2.362581
(17#)65/2,16618577,2.617779,16846811,2.656019,16831815,11.10250632,16831815,11.09951430,16718715,4.022315114,4.023296046,16846811,2.583207,16831815,11.238525,16846811,2.361706
(17#)33,17086924,2.622329,17102077,2.656004,16846830,10.99729261,16846830,10.98894081,16973977,4.021773480,4.023272265,17102077,2.582999,16846830,11.128390,17102077,2.360808
(17#)67/2,17157347,2.615508,17357339,2.655989,17160990,11.14840354,17160990,11.17355234,17229239,4.021567086,4.023249667,17357339,2.582785,17160990,11.303848,17357339,2.359886
(17#)34,17438299,2.625902,17612593,2.655975,17402385,11.06440369,17402385,11.09289016,17484501,4.021356858,4.023227792,17612593,2.582565,17402385,11.232909,17612593,2.358942
(17#)69/2,17754362,2.624263,17867827,2.655961,17612595,11.49392771,17612595,11.51203424,17739763,4.021802576,4.023208897,17867827,2.582340,17612595,11.652866,17867827,2.357976
(17#)35,17939156,2.615320,18123097,2.655947,17867850,10.98360569,17867850,10.98870166,17995024,4.021981470,4.023184325,18123097,2.582109,17867850,11.130016,18123097,2.356988
(17#)71/2,18252083,2.624696,18378337,2.655933,18123105,11.13946369,18123105,11.14789999,18250286,4.022116019,4.023165747,18378337,2.581873,18123105,11.289708,18378337,2.355980
(17#)36,18564664,2.625098,18633599,2.655920,18378360,10.99260684,18378360,10.98858778,18505547,4.022037466,4.023143829,18633599,2.581632,18378360,11.130899,18633599,2.354951
(17#)73/2,18652631,2.624112,18888851,2.655907,18633615,11.14680939,18633615,11.14330023,18760808,4.022096899,4.023124649,18888851,2.581386,18633615,11.286126,18888851,2.353902
(17#)37,18955823,2.626048,19144117,2.655894,18888870,11.28481709,18888870,11.30243394,19016069,4.022457444,4.023104640,19144117,2.581136,18888870,11.445784,19144117,2.352834
(17#)75/2,19271158,2.619062,19399379,2.655881,19144125,10.98942296,19144125,10.98842351,19271329,4.021941672,4.023083226,19399379,2.580880,19144125,11.132307,19399379,2.351747
(19#)2,19443122,2.621885,19654597,2.655868,19399380,11.63703982,19399380,11.63474511,19526590,4.021672456,4.023067072,19654597,2.580620,19399380,11.779195,19654597,2.350641
(17#)77/2,19708879,2.625817,19909867,2.655856,19684665,11.43338033,19684665,11.42692104,19781850,4.021777668,4.023045203,19909867,2.580355,19684665,11.571502,19909867,2.349517
(17#)39,19998859,2.625370,20165143,2.655843,20030010,11.19507034,20030010,11.19172844,20037111,4.022901821,4.023027622,20165143,2.580086,20030010,11.337044,20165143,2.348375
(17#)79/2,20283568,2.627375,20420377,2.655831,20165145,11.13797901,20165145,11.13091974,20292371,4.023231102,4.023009483,20420377,2.579812,20165145,11.277032,20420377,2.347216
(17#)40,20429401,2.628649,20675653,2.655819,20420400,11.00616515,20420400,10.98816551,20547631,4.023806076,4.022991415,20675653,2.579535,20420400,11.134857,20675653,2.346039
(17#)81/2,20718961,2.625233,20930909,2.655807,20825805,11.07834781,20825805,11.06091644,20802891,4.023044865,4.022971795,20930909,2.579253,20825805,11.208060,20930909,2.344846
(17#)41,21107407,2.622493,21186149,2.655796,20930910,11.28517668,20930910,11.26981269,21058150,4.022402256,4.022956351,21186149,2.578967,20930910,11.417689,21186149,2.343635
(17#)83/2,21411154,2.624482,21441383,2.655784,21411390,11.16747480,21411390,11.16389333,21313410,4.022363944,4.022937402,21441383,2.578677,21411390,11.312394,21441418,2.342409
(17#)42,21448858,2.626527,21696629,2.655773,21637770,11.07997011,21637770,11.05975241,21568669,4.022335048,4.022921299,21696629,2.578383,21637770,11.197727,21696629,2.341166
(17#)85/2,21902344,2.627307,21951929,2.655762,21696675,10.99257766,21696675,10.98792508,21823929,4.022506265,4.022902563,21951929,2.578085,21696675,11.137640,21951929,2.339908
(17#)43,22109926,2.625829,22207153,2.655751,21951930,11.25580191,21951930,11.25587597,22079188,4.022483434,4.022885545,22207153,2.577784,21951930,11.406220,22207153,2.338634
(17#)87/2,22446616,2.626041,22462411,2.655740,22207185,11.39363620,22207185,11.39479014,22334447,4.022648565,4.022870634,22462411,2.577478,22207185,11.545771,22462438,2.337344
(17#)44,22683424,2.626940,22717687,2.655729,22537515,11.04391876,22537515,11.04863189,22589706,4.022692573,4.022854662,22717687,2.577169,22537515,11.199928,22717687,2.336039
(17#)89/2,22916389,2.628539,22972931,2.655719,22717695,11.10733001,22717695,11.11403984,22844965,4.021876193,4.022836824,22972931,2.576857,22717695,11.266317,22972931,2.334720
(17#)45,23227639,2.627468,23228143,2.655708,23130030,11.02484017,23130030,11.03224811,23100224,4.021275363,4.022822967,23228143,2.576540,23130030,11.173319,23228143,2.333386
(17#)91/2,23248021,2.624545,23483459,2.655698,23393370,11.17497980,23393370,11.18650014,23355483,4.020878736,4.022804361,23483459,2.576221,23393370,11.340002,23483459,2.332036
(17#)46,23613664,2.628503,23738711,2.655688,23483460,11.48623626,23483460,11.51083369,23610742,4.021024355,4.022792309,23738711,2.575897,23483460,11.665113,23738711,2.330673
(17#)93/2,23763461,2.627766,23993911,2.655678,23738715,11.37249544,23738715,11.36645350,23866001,4.020911179,4.022773343,23993911,2.575571,23738715,11.521413,23993911,2.329295
(17#)47,24170554,2.626512,24249217,2.655668,23993970,11.23333669,23993970,11.23169731,24121259,4.020967153,4.022759876,24249217,2.575241,23993970,11.387346,24249217,2.327903
(19#)5/2,24496594,2.621733,24504479,2.655658,24249225,11.62313884,24249225,11.63381159,24376518,4.021133294,4.022746288,24504479,2.574907,24249225,11.790183,24504479,2.326497
(17#)48,24691036,2.622891,24759733,2.655648,24534510,11.18365895,24534510,11.17266909,24631776,4.020687863,4.022728042,24759733,2.574570,24534510,11.329237,24759733,2.325078
(17#)97/2,24916354,2.626999,25014989,2.655638,24819795,11.30021101,24819795,11.31055701,24887035,4.020630627,4.022715971,25014989,2.574231,24819795,11.467913,25014989,2.323645
(17#)49,25251022,2.623810,25270243,2.655629,25014990,10.97252060,25014990,10.98736783,25142293,4.020819007,4.022700615,25050019,2.574184,25014990,11.145840,25050019,2.323447
(17#)99/2,25283017,2.628372,25525477,2.655619,25390365,11.03809237,25390365,11.03188334,25397551,4.020702844,4.022687241,25270253,2.574742,25390365,11.188189,25270253,2.325650
(17#)50,25696939,2.623817,25780709,2.655610,25741485,11.18152319,25741485,11.17191670,25652810,4.020886976,4.022671744,25525529,2.575379,25741485,11.314184,25525502,2.328160
(17#)101/2,25801309,2.627088,26036009,2.655601,25780755,11.08949261,25780755,11.09823335,25908068,4.021384657,4.022658654,25780763,2.576004,25780755,11.253217,25780763,2.330623
(17#)51,26141191,2.629090,26291263,2.655592,26246220,11.41652165,26246220,11.42574589,26163326,4.021944065,4.022643948,26036039,2.576618,26246220,11.577976,26036018,2.333042
(17#)103/2,26306708,2.628417,26546491,2.655583,26531505,11.28885551,26531505,11.28243356,26418584,4.022627084,4.022631401,26291267,2.577220,26531505,11.433357,26291267,2.335418
(17#)52,26617804,2.631407,26801767,2.655574,26546520,10.99225864,26546520,10.98713805,26673842,4.022354737,4.022616306,26546521,2.577812,26546520,11.138557,26546521,2.337752
(17#)105/2,27035497,2.629789,27057011,2.655565,26816790,11.14433899,26816790,11.14867405,26929100,4.022560379,4.022603234,26801783,2.578393,26816790,11.298319,26801783,2.340045
(17#)53,27158464,2.629023,27312283,2.655556,27057030,11.19714796,27057030,11.20249741,27184357,4.022644606,4.022590610,27057049,2.578964,27057030,11.351644,27057034,2.342298
(17#)107/2,27501673,2.628960,27567511,2.655548,27312285,11.09411479,27312285,11.09166707,27439615,4.022422931,4.022578336,27312301,2.579526,27312285,11.239706,27312286,2.344512
(17#)54,27760763,2.629751,27822793,2.655539,27567540,10.99677849,27672645,11.02099384,27694873,4.021966848,4.022562454,27567559,2.580077,27672645,11.166946,27567542,2.346689
(17#)109/2,27980503,2.628691,28078031,2.655531,27822795,11.10070827,27822795,11.08963953,27950131,4.021720307,4.022553449,27822799,2.580619,27822795,11.235521,27822799,2.348828
(17#)55,28301542,2.630045,28333303,2.655522,28318290,11.06660891,28318290,11.06738020,28205388,4.021953795,4.022538285,28078051,2.581153,28318290,11.210657,28078051,2.350932
(17#)111/2,28396519,2.630694,28588537,2.655514,28333305,11.28723340,28333305,11.30079923,28460646,4.022087573,4.022524568,28333307,2.581677,28333305,11.444594,28333307,2.353001
(17#)56,28691977,2.629850,28843783,2.655506,28813785,11.00266064,28813785,11.01620048,28715903,4.021412019,4.022513760,28588579,2.582192,28813785,11.157545,28588579,2.355036
(17#)113/2,28929157,2.630176,29099069,2.655498,28843815,11.07691316,28843815,11.08580033,28971161,4.021434274,4.022500439,28843847,2.582699,28843815,11.227577,28843834,2.357038
(19#)3,29155046,2.630441,29354323,2.655490,29099070,11.62967389,29099070,11.63306795,29226418,4.021254796,4.022489457,29099101,2.583198,29099070,11.773887,29099101,2.359007
(17#)115/2,29565262,2.629070,29609561,2.655482,29354325,11.48635971,29354325,11.50993187,29481676,4.021240989,4.022475954,29354327,2.583689,29354325,11.649757,29354327,2.360944
(17#)58,29613937,2.628569,29864803,2.655474,29609580,11.38697472,29609580,11.39363579,29736933,4.021297269,4.022466727,29609599,2.584172,29609580,11.532506,29609582,2.362851
(17#)117/2,30099763,2.626030,30120061,2.655466,30045015,11.17248087,30045015,11.19012154,29992190,4.021635158,4.022451580,29864837,2.584647,30045015,11.326831,29864837,2.364728
(17#)59,30218456,2.627828,30375337,2.655458,30120090,11.19468974,30120090,11.17940367,30247448,4.022078552,4.022443319,30120113,2.585115,30120090,11.316412,30120094,2.366576
(17#)119/2,30382789,2.631909,30630599,2.655451,30525495,10.99844944,30525495,11.00968576,30502705,4.022476400,4.022429017,30375353,2.585575,30525495,11.144715,30375353,2.368395
(17#)60,30883093,2.633360,30885853,2.655443,30630600,10.98840186,30630600,10.98659165,30757962,4.022423592,4.022418577,30630619,2.586029,30630600,11.121795,30630619,2.370186
(17#)121/2,31009246,2.629683,31141109,2.655436,31096065,11.00850400,31096065,11.00767419,31013219,4.022395570,4.022405628,30885859,2.586475,31096065,11.140742,30885859,2.371950
(17#)61,31171139,2.631779,31396333,2.655428,31141110,11.16657709,31141110,11.17274152,31268477,4.022256443,4.022394993,31141139,2.586915,31141110,11.306194,31141118,2.373687
(17#)123/2,31624316,2.631075,31651597,2.655421,31396365,11.27245113,31396365,11.26820343,31523734,4.022211812,4.022384372,31396367,2.587348,31396365,11.400801,31396367,2.375399
(17#)62,31887652,2.631962,31906867,2.655413,31651620,11.37782639,31651620,11.36531152,31778991,4.021942985,4.022373343,31651621,2.587774,31651620,11.497066,31651621,2.377084
(17#)125/2,31961998,2.630995,32162129,2.655406,32117085,11.17384826,32117085,11.16230367,32034248,4.021708014,4.022361001,31906877,2.588194,32117085,11.291995,31906877,2.378745
(17#)63,32354356,2.632298,32417381,2.655399,32237205,10.99609080,32237205,11.00386524,32289505,4.021573097,4.022351712,32162153,2.588609,32237205,11.133200,32162153,2.380382
(17#)127/2,32472961,2.632306,32672639,2.655392,32417385,11.06572984,32417385,11.07426885,32544762,4.021342966,4.022340415,32417387,2.589016,32417385,11.203568,32417387,2.381995
(17#)64,32919296,2.630170,32927837,2.655385,32807775,11.41455945,32807775,11.42486296,32800019,4.021497626,4.022328931,32672663,2.589419,32807775,11.552423,32672663,2.383585
(17#)129/2,33019706,2.628541,33183149,2.655378,33093060,11.30305907,33093060,11.30942687,33055276,4.021922757,4.022319645,32927903,2.589815,33093060,11.436119,32927903,2.385152
(17#)65,33279284,2.631961,33438359,2.655371,33183150,10.99527504,33183150,10.98629021,33310533,4.022018530,4.022306951,33183173,2.590205,33183150,11.113239,33183173,2.386697
(17#)131/2,33643406,2.629604,33693641,2.655364,33663630,11.10209355,33663630,11.09677901,33565789,4.021815622,4.022297991,33438413,2.590591,33663630,11.221777,33438413,2.388220
(17#)66,33777019,2.632037,33948883,2.655357,33693660,10.97022211,33693660,10.98623304,33821046,4.021957677,4.022286683,33693691,2.590970,33693660,11.111669,33693691,2.389722
(19#)7/2,34046093,2.632356,34204141,2.655350,33948915,11.61188359,33948915,11.63245216,34076303,4.021466762,4.022278418,33948917,2.591345,33948915,11.757173,33948917,2.391203
(17#)67,34266923,2.630062,34459423,2.655344,34321980,11.18239804,34321980,11.17080542,34331560,4.021674308,4.022265932,34204189,2.591714,34321980,11.284158,34204189,2.392664
(17#)135/2,34576216,2.634091,34714679,2.655337,34695045,11.03858669,34695045,11.03069215,34586817,4.021873395,4.022256783,34459429,2.592078,34695045,11.143088,34459429,2.394105
(17#)68,34954384,2.627883,34969931,2.655330,34804770,11.08469173,34804770,11.09016782,34842073,4.021624193,4.022246672,34714709,2.592437,34804770,11.211933,34714709,2.395526
(17#)137/2,35084837,2.631588,35225171,2.655324,35090055,11.19659348,35090055,11.18492462,35097330,4.021275154,4.022236584,34969943,2.592792,35090055,11.305912,34969943,2.396929
(17#)69,35316493,2.629890,35480443,2.655317,35225190,11.51906802,35225190,11.50921328,35352587,4.021376068,4.022227245,35225209,2.593141,35225190,11.630355,35225209,2.398312
(17#)139/2,35642969,2.631976,35735681,2.655311,35480445,11.05915832,35480445,11.06623045,35607843,4.021532014,4.022217058,35480483,2.593486,35480445,11.186689,35480446,2.399678
(17#)70,35899592,2.628367,35990951,2.655305,35735700,11.00120636,35735700,10.98601373,35863100,4.021157183,4.022207774,35735731,2.593826,35735700,11.105799,35735731,2.401025
(17#)141/2,36073241,2.633081,36246209,2.655298,35990955,11.23976456,35990955,11.23012036,36118357,4.021096844,4.022197364,35990963,2.594162,35990955,11.349241,35990963,2.402355
(17#)71,36398188,2.630918,36501463,2.655292,36246210,11.15098984,36246210,11.14517793,36373613,4.021016974,4.022188421,36246211,2.594494,36246210,11.263642,36246211,2.403667
(17#)143/2,36581563,2.629058,36756677,2.655286,36501465,10.99923988,36606570,11.00131090,36628870,4.020722626,4.022178780,36501497,2.594821,36606570,11.118326,36501497,2.404963
(17#)72,36973873,2.633653,37011911,2.655280,36801765,11.16389125,36801765,11.17110474,36884126,4.020907554,4.022168538,36756749,2.595144,36801765,11.287657,36756749,2.406242
(17#)145/2,37016704,2.630069,37267229,2.655273,37011975,11.39738998,37011975,11.39276828,37139383,4.021031533,4.022159704,37011977,2.595463,37011975,11.509314,37011977,2.407504
(17#)73,37496491,2.629585,37522483,2.655267,37267230,11.11458254,37267230,11.14058869,37394639,4.021114315,4.022150810,37267259,2.595777,37267230,11.256511,37267234,2.408751
(17#)147/2,37751653,2.626389,37777739,2.655261,37522485,10.96953944,37522485,10.98583309,37649896,4.021050972,4.022141974,37522561,2.596088,37522485,11.101140,37522526,2.409983
(17#)74,37963693,2.632427,38032991,2.655255,37777740,11.30388281,37777740,11.29968829,37905152,4.021422109,4.022132214,37777763,2.596395,37777740,11.414387,37777742,2.411199
(17#)149/2,38099641,2.633034,38288213,2.655249,38032995,11.06646043,38228190,11.07275572,38160409,4.021527401,4.022124037,38033033,2.596698,38228190,11.185893,38033014,2.412400
(17#)75,38387458,2.631562,38543501,2.655243,38333295,11.08578392,38333295,11.09785379,38415665,4.021581371,4.022113371,38288251,2.596997,38333295,11.210724,38288251,2.413586
(17#)151/2,38661856,2.632132,38798759,2.655238,38543505,11.07532501,38543505,11.05946389,38670921,4.021321146,4.022104388,38543551,2.597293,38543505,11.172383,38543506,2.414758
(19#)4,38836108,2.629723,39054013,2.655232,38798760,11.61866987,38798760,11.63192807,38926178,4.021148780,4.022097776,38798789,2.597585,38798760,11.744293,38798789,2.415915
(17#)153/2,39131578,2.631563,39309251,2.655226,39054015,10.98914913,39054015,10.98568575,39181434,4.021615678,4.022087683,39054053,2.597874,39054015,11.097454,39054053,2.417059
(17#)77,39347939,2.631460,39564521,2.655220,39369330,11.41488783,39369330,11.42415931,39436690,4.021478011,4.022077546,39309289,2.598159,39369330,11.534729,39309289,2.418189
(17#)155/2,39766889,2.633842,39819751,2.655215,39564525,11.36629659,39564525,11.36445318,39691947,4.021149891,4.022071624,39564527,2.598440,39564525,11.475099,39564527,2.419306
(17#)78,39934108,2.634013,40074989,2.655209,40060020,11.19202441,40060020,11.18902935,39947203,4.021104942,4.022061964,39819799,2.598719,40060020,11.298086,39819799,2.420409
(17#)157/2,40313531,2.634894,40330289,2.655203,40225185,11.13813915,40225185,11.14713001,40202459,4.021015280,4.022052454,40075037,2.598993,40225185,11.255861,40075037,2.421500
(17#)79,40519231,2.632190,40585543,2.655198,40330290,11.12382987,40330290,11.12823756,40457716,4.021227471,4.022045941,40330291,2.599265,40330290,11.237247,40330291,2.422577
(17#)159/2,40758841,2.633124,40840777,2.655192,40585545,11.19492828,40585545,11.20094760,40712972,4.021489158,4.022037449,40585549,2.599534,40585545,11.309425,40585549,2.423643
(17#)80,41026108,2.632692,41096053,2.655187,40840800,10.97975173,40840800,10.98552184,40968228,4.021198286,4.022026682,40840829,2.599799,40840800,11.093472,40840829,2.424696
(17#)161/2,41344276,2.629465,41351291,2.655181,41096055,11.49108692,41096055,11.50861809,41223484,4.021021112,4.022019706,41096071,2.600062,41096055,11.616049,41096071,2.425737
(17#)81,41405201,2.633644,41606533,2.655176,41366325,11.29835168,41366325,11.30857738,41478741,4.020968219,4.022011383,41351339,2.600321,41366325,11.414967,41351339,2.426766
(17#)163/2,41744774,2.631825,41861759,2.655170,41651610,11.05221502,41651610,11.05826171,41733997,4.020936843,4.022003239,41606657,2.600578,41651610,11.164084,41606594,2.427784
(17#)82,41954984,2.633679,42117067,2.655165,41861820,11.27304796,41861820,11.26710949,41989253,4.020950501,4.021995457,41861821,2.600831,41861820,11.373013,41861821,2.428790
(17#)165/2,42145777,2.633117,42372293,2.655160,42222180,11.21518022,42222180,11.21618627,42244509,4.020972029,4.021986004,42117079,2.601082,42222180,11.320896,42117079,2.429785
